Date,Close_AMZN,Close_GOOGL,Close_META,Close_MSFT,Close_NVDA,High_AMZN,High_GOOGL,High_META,High_MSFT,High_NVDA,Low_AMZN,Low_GOOGL,Low_META,Low_MSFT,Low_NVDA,Open_AMZN,Open_GOOGL,Open_META,Open_MSFT,Open_NVDA,Volume_AMZN,Volume_GOOGL,Volume_META,Volume_MSFT,Volume_NVDA
2024-01-17,151.71,140.959,368.37,386.579,56.0371,152.15,141.327,368.54,387.215,56.4547,149.91,138.398,358.61,381.953,54.7244,151.49,140.835,366.3,385.101,56.3311,34953363.0,21044662.0,12724779.0,22400371.784382,474528941.0
2024-01-16,153.16,141.975,367.46,387.374,56.3661,154.99,143.829,375.61,391.106,56.8188,152.15,140.939,367.23,384.745,54.8844,153.53,141.487,373.65,390.738,55.0024,41384636.0,22752649.0,15306885.0,27405683.042396,449707195.0
2024-01-12,154.62,142.134,374.49,385.587,54.6944,156.2,142.677,377.06,385.795,54.9544,154.01,141.307,369.54,381.795,54.3147,155.39,142.154,370.155,382.628,54.6044,40484155.0,18853613.0,19310046.0,21823132.300984,353093681.0
2024-01-11,155.18,141.567,369.67,381.776,54.8064,157.17,144.696,372.78,387.781,55.3304,153.12,140.127,362.93,377.556,53.5448,155.04,142.972,372.13,383.135,54.9834,49072691.0,24095756.0,17205385.0,28059111.024808,596927964.0
2024-01-10,153.73,141.767,370.47,379.929,54.3346,154.42,142.484,372.94,381.319,54.5844,151.881,140.4,359.08,373.526,53.4738,152.06,140.49,360.17,373.576,53.6008,44421830.0,21397490.0,22117206.0,25705037.224691,533947102.0
2024-01-09,151.37,140.44,357.43,373.0,53.1249,151.71,140.974,360.64,373.199,54.3097,148.21,137.651,355.36,368.436,51.6754,148.33,138.0,356.4,369.248,52.3861,43812567.0,24849354.0,13463871.0,20985716.694873,773319250.0
2024-01-08,149.1,138.338,358.66,371.909,52.2381,149.4,138.508,358.98,372.415,52.2601,146.15,135.768,352.05,366.272,49.465,146.74,135.798,354.7,366.558,49.498,46757053.0,21481573.0,13890222.0,23306959.813617,642692065.0
2024-01-05,145.24,135.239,351.95,365.02,49.0831,146.59,136.66,353.5,369.298,49.533,144.53,134.662,346.2601,363.78,48.2923,144.69,136.251,346.99,366.232,48.4483,45153147.0,22595468.0,13750912.0,21161644.495607,415156942.0
2024-01-04,144.57,135.897,347.12,365.209,47.9844,147.38,138.657,348.1499,370.33,48.4863,144.05,135.858,343.3987,364.445,47.4945,145.59,137.92,344.5,367.915,47.7535,56039807.0,27236112.0,12099895.0,21057800.729042,306621799.0
2024-01-03,148.47,138.418,344.47,367.85,47.5555,151.05,139.126,347.95,370.485,48.1704,148.33,136.585,343.175,365.775,47.3066,149.2,136.754,344.98,366.272,47.4715,49425495.0,24299918.0,15451133.0,23256080.166192,320987151.0
2024-01-02,149.93,137.671,346.29,368.116,48.1543,152.38,138.946,353.16,373.109,49.2811,148.39,135.987,340.01,364.049,47.5815,151.54,138.05,351.32,371.085,49.2301,47339424.0,23797175.0,19042152.0,25447513.79121,411370819.0
